"datasetX","datasetY","similarity","correlation","pValue","n"
"2.01.01.02.nabase","SP.POP.AG14.FE.UN",0.00245192,0.219364749713215,0.00179759587347716,137
"2.01.01.02.nabase","SP.POP.AG14.MA.UN",0.00108878,0.219667321781785,0.00177148187159259,137
"2.01.01.02.nabase","SP.POP.AG14.TO.UN",0.00023942,0.219667321781785,0.00177148187159259,137
"2.01.01.02.nabase","SP.POP.AG15.FE.UN",0.00244893,0.217851889370365,0.00193355320303543,137
"2.01.01.02.nabase","SP.POP.AG15.MA.UN",0.00108748,0.219062177644645,0.00182406327187889,137
"2.01.01.02.nabase","SP.POP.AG15.TO.UN",0.000239126,0.217851889370365,0.00193355320303543,137
"2.01.01.02.nabase","SP.POP.AG16.FE.UN",0.00252064,0.217549317301795,0.00196185275695202,137
"2.01.01.02.nabase","SP.POP.AG16.MA.UN",0.00111927,0.218154461438935,0.00190562892026664,137
"2.01.01.02.nabase","SP.POP.AG16.TO.UN",0.000246243,0.217549317301795,0.00196185275695202,137
"2.01.01.02.nabase","SP.POP.AG17.FE.UN",0.002401,0.214826168684665,0.00223419580953847,137
"2.01.01.02.nabase","SP.POP.AG17.MA.UN",0.0010662,0.212405592136106,0.00250491730486629,137
"2.01.01.02.nabase","SP.POP.AG17.TO.UN",0.000234365,0.213918452478956,0.00233240788455477,137
"2.01.01.02.nabase","SP.POP.AG18.FE.UN",0.00240851,0.209077299381836,0.00292624071637718,137
"2.01.01.02.nabase","SP.POP.AG18.MA.UN",0.00106954,0.206656722833277,0.00327223646876122,137
"2.01.01.02.nabase","SP.POP.AG18.TO.UN",0.000235116,0.208774727313266,0.00296758411871083,137
"2.01.01.02.nabase","SP.POP.AG19.FE.UN",0.00248914,0.205749006627567,0.00341131560889112,137
"2.01.01.02.nabase","SP.POP.AG19.MA.UN",0.0011053,0.204236146284717,0.00365511722986448,137
"2.01.01.02.nabase","SP.POP.AG19.TO.UN",0.000243115,0.205749006627567,0.00341131560889112,137
"2.01.01.02.nabase","SP.POP.AG20.FE.UN",0.00247907,0.201815569736158,0.00407831272220284,137
"2.01.01.02.nabase","SP.POP.AG20.MA.UN",0.00110082,0.200605281461878,0.0043061711394285,137
"2.01.01.02.nabase","SP.POP.AG20.TO.UN",0.000242111,0.201512997667588,0.00413422764849001,137
